title,link,authors,year
[PDF] Pradhan Mantri Jeevan Jyoti Bima Yojana–A Case Study of Pradhan Mantri Jan Dhan Yojana,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-31-2016-12-23.pdf,"RK Yadav, S Mohania - World Scientific News, 2016 - worldscientificnews.com",2016
[PDF] Impact of FDl On Insurance sector in India-A case study of Life insurance services,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-472-2016-190-201.pdf,"RK Yadav, S Mohania - World Scientific News, 2016 - worldscientificnews.com",2016
"Headline format influences evaluation of, but not engagement with, environmental news",https://www.tandfonline.com/doi/abs/10.1080/17512786.2020.1805794,"K Janét, O Richards, AR Landrum - Journalism Practice, 2022 - Taylor & Francis",2022
News video indexing and abstraction by specific visual cues: MSC and news caption,https://www.igi-global.com/chapter/news-video-indexing-abstraction-specific/30769,"F Jiang, YJ Zhang - Video data management and information …, 2005 - igi-global.com",2005
Automated Keyword Extraction and Summarization for Romanian Texts,https://ieeexplore.ieee.org/abstract/document/10554137/,"MI Lupea, CM Mocan, CI Nandra… - 2024 IEEE International …, 2024 - ieeexplore.ieee.org",2024
On Assessing the Faithfulness of LLM-generated Feedback on Student Assignments,https://educationaldatamining.org/edm2024/proceedings/2024.EDM-short-papers.49/,"Q Jia, J Cui, R Xi, C Liu, P Rashid… - Proceedings of the …, 2024 - educationaldatamining.org",2024
Effectiveness of a child-friendly astronomy news platform for science learning–an exploratory study,https://www.scimath.net/article/effectiveness-of-a-child-friendly-astronomy-news-platform-for-science-learning-an-exploratory-9527,"HTD Tran, P Russo, V de Bakker - European Journal of Science and …, 2018 - scimath.net",2018
[PDF] A Survey on Resource Provisioning Heuristics,https://www.researchgate.net/profile/Vijayalakshmi-Sr/publication/308379692_Challenges_in_Integrating_Wireless_Sensor_Network_and_Internet_of_Things_for_Environmental_Monitoring/links/57e271b208ae1f0b4d95c83c/Challenges-in-Integrating-Wireless-Sensor-Network-and-Internet-of-Things-for-Environmental-Monitoring.pdf#page=69,"M Gowthami, V Suganya - World Scientific News, 2016 - researchgate.net",2016
[PDF] On the examination of reasons why border dwellers tend to goods smuggling and its impacts on the non-accomplishment of economic development,https://scholar.archive.org/work/g6z5jshsxjd4vgjspfkigth55a/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2016/01/WSN-52-2016-93-105-1.pdf,"S Mamazizi, Y Rostami - World Scientific News, 2016 - scholar.archive.org",2016
[PDF] A case study with overview of Pradhan Mantri Suraksha Bima Yojana–A Scheme of Pradhan Mantri Jan Dhan Yojana,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-36-2016-127-137.pdf,"RK Yadav, S Mohania - World Scientific News, 2016 - worldscientificnews.com",2016
[PDF] Time Series ARIMA Model for Predicting Nigeria Net Foreign Direct Investment (FDI),https://www.researchgate.net/profile/Joel-Simon-6/publication/374618851_Time_Series_ARIMA_Model_for_Predicting_Nigeria_Net_Foreign_Direct_Investment_FDI/links/652732d361c4044c404cccbc/Time-Series-ARIMA-Model-for-Predicting-Nigeria-Net-Foreign-Direct-Investment-FDI.pdf,"SH Akpensuen, EE Edeghagba, AG Alhaji… - … Scientific News, 2019 - researchgate.net",2019
BiCalBERT: An Efficient Transformer-based Model for Chinese Question Answering,https://dl.acm.org/doi/abs/10.1145/3665065.3665081,"Y Han, B Zhan, B Zhang, C Zhao, S Yan - Proceedings of the 2024 8th …, 2024 - dl.acm.org",2024
MODERN WORLD CHALLENGES AND THEIR INFLUENCE ON THE EDUCATION SYSTEM,https://ftp.keyboardedn.ro/index.php/horticulture/article/view/1409,"I STANCU, RC Criveanu, E Radut - Bulletin UASVM, 2008 - keyboardedn.ro",2008
[PDF] Self-esteem: An Evolutionary-Developmental Approach,https://scholar.archive.org/work/xzw7y2vy6jcnrotvcnlvt44lba/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2016/11/WSN-66-2017-225-237.pdf,"M Menon - World Scientific News, 2017 - scholar.archive.org",2017
Can human intelligence safeguard against artificial intelligence? Exploring individual differences in the discernment of human from AI texts,https://pmc.ncbi.nlm.nih.gov/articles/PMC11092869/,"J Chein, S Martinez, A Barone - Research Square, 2024 - pmc.ncbi.nlm.nih.gov",2024
Designing digital content to support science journalism,https://dl.acm.org/doi/abs/10.1145/3419249.3420124,"N Maiden, K Zachos, S Franks, R Wells… - Proceedings of the 11th …, 2020 - dl.acm.org",2020
What Is That Talk About? A Video-to-Text Summarization Dataset for Scientific Presentations,https://arxiv.org/abs/2502.08279,"D Liu, C Whitehouse, X Yu, L Mahon, R Saxena… - arXiv preprint arXiv …, 2025 - arxiv.org",2025
The process of science: A critical evaluation of more than 15 years of research on self-compassion with the Self-Compassion Scale,https://link.springer.com/article/10.1007/s12671-020-01363-0,"P Muris, H Otgaar - Mindfulness, 2020 - Springer",2020
[PDF] Dynamics of trade openness in Sri Lanka,https://www.academia.edu/download/53947218/WSN-812-2017-94-105.pdf,"AL Mohamed Aslam - World Scientific News, 2017 - academia.edu",2017
[PDF] SynoBoost-LuminoFeatML for Financial Fraud Prediction,https://worldscientificnews.com/wp-content/uploads/2024/12/WSN-198-2024-354-375.pdf,"GM David, HN Monday, GU Nneji, E Sunday - worldscientificnews.com",N/A
[PDF] THE SYNTHESIS METHOD OF FUZZY REGULATORS FOR DYNAMIC OBJECTS WITH UNCERTAINTY,https://www.ssu-scientificnews.edu.az/pdf/T19-4.pdf#page=79,AA SAYEDDIN - … НАУЧНЫЕ ИЗВЕСТИЯ SCIENTIFIC NEWS - ssu-scientificnews.edu.az,N/A
Science TV news exposure predicts science beliefs: Real world effects among a national sample,https://journals.sagepub.com/doi/abs/10.1177/0093650209338912,"Y Hwang, BG Southwell - Communication Research, 2009 - journals.sagepub.com",2009
[PDF] A Single Substitute Review Creation Using Data Mining Techniques,https://www.researchgate.net/profile/Rishabh-Saxena-13/publication/328696217_A_Single_Substitute_Review_Creation_Using_Data_Mining_Techniques/links/5bdc55cda6fdcc3a8db89b59/A-Single-Substitute-Review-Creation-Using-Data-Mining-Techniques.pdf,"R Varma, R Saxena - World Scientific News, 2018 - researchgate.net",2018
[PDF] Application of IOT for Fire and Gas Leakage Detection in Industries,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-184-2023-63-74.pdf,"K Abdulsalam, M Emezirinwune… - … Scientific News, 2023 - worldscientificnews.com",2023
[PDF] The solar radio burst type II correlated with minor CME contributes to the production of geomagnetic disturbance,https://www.academia.edu/download/98526350/WSN-46-2016-165-175.pdf,"N Husien, ZS Hamidi, MO Ali, NH Zainol… - … Scientific News, 2016 - academia.edu",2016
"Liquid Publications: Scientific Publications meet the Web: Changing the way scientific knowledge is produced, disseminated, evaluated and consumed",https://iris.unitn.it/handle/11572/359336,"F Giunchiglia, F Casati, M Marchese - 2007 - iris.unitn.it",2007
Evaluating the retrieval effectiveness of web search engines using a representative query sample,https://asistdl.onlinelibrary.wiley.com/doi/abs/10.1002/asi.23304,"D Lewandowski - Journal of the Association for Information …, 2015 - Wiley Online Library",2015
Network embedding aided vaccine skepticism detection,https://link.springer.com/article/10.1007/s41109-023-00534-x,"F Béres, TV Michaletzky, R Csoma… - Applied Network Science, 2023 - Springer",2023
News articles platform: Semantic tools and services for aggregating and exploring news articles,https://link.springer.com/chapter/10.1007/978-3-319-56288-9_68,"K Papadokostaki, S Charitakis, G Vavoulas… - … Marketing: 5th IC-SIM …, 2017 - Springer",2017
[PDF] Leveraging the Effectiveness of Interpretability in Malaria Cell Image Classification using Depthwise Inception Residual Model,https://www.researchgate.net/profile/Edwin-Sunday-Umana/publication/385491255_Leveraging_the_Effectiveness_of_Interpretability_in_Malaria_Cell_Image_Classification_using_Depthwise_Inception_Residual_Model/links/672610e877b63d1220d50553/Leveraging-the-Effectiveness-of-Interpretability-in-Malaria-Cell-Image-Classification-using-Depthwise-Inception-Residual-Model.pdf,"ES Umana, HN Monday, GU Nneji, G Mark, D Agbonifo - researchgate.net",N/A
"Selected papers from the 14th international conference BIOMDLORE 2023, 22–24 October 2023 in Bialystok, Poland",https://gs.elaba.lt/object/elaba:217426277/,K Daunoravičienė - 2023 - gs.elaba.lt,2023
Error detection for post-editing rule-based machine translation,https://aclanthology.org/2012.amta-wptp.9/,"J Valotkaite, M Asadullah - Workshop on Post-Editing Technology …, 2012 - aclanthology.org",2012
Bank debt recovery in Poland as a determinant of information asymmetry,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-d81ef620-6b4a-4581-bf8d-3c95f7b53c4b,"E Pawlowska-Szawara - World Scientific News, 2016 - agro.icm.edu.pl",2016
[PDF] Changes in the power (Watts) of the actinic light do not affect its better performance vs the ultraviolet light,https://www.researchgate.net/profile/Joao-Matos-Da-Costa-2/publication/351450645_Changes_in_the_power_Watts_of_the_actinic_light_do_not_affect_its_better_performance_vs_the_ultraviolet_light/links/6098f029a6fdccaebd1e2661/Changes-in-the-power-Watts-of-the-actinic-light-do-not-affect-its-better-performance-vs-the-ultraviolet-light.pdf,"J Matos da Costa - World Scientific News, 2021 - researchgate.net",2021
"[PDF] Preliminary phytochemical screening, anti bacterial and anti fungal effects of leave extracts of Indigofera suffruticosa Mill., 1768",https://worldscientificnews.com/wp-content/uploads/2023/12/WSN-188-2024-146-159.pdf,"CM Ikeagwuonu, LA Adjeroh - World Scientific News, 2024 - worldscientificnews.com",2024
[PDF] Worm gear drive optimization considering industry constraints based on nature inspired algorithms,https://scholar.archive.org/work/xtd4gdwosfajlfbnjh5sof6lxq/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/08/WSN-87-2017-205-221.pdf,"N Ebenezer, R Saravanan, S Ramabalan… - … Scientific News, 2017 - scholar.archive.org",2017
[PDF] The Impact of Fiscal Policy on Poverty Reduction in Nigeria (1980-2018),https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-181-2023-194-215.pdf,"NV Ayalogu, IE Kalu… - World Scientific News, 2023 - worldscientificnews.com",2023
[HTML] A survey of event extraction methods from text for decision support systems,https://www.sciencedirect.com/science/article/pii/S0167923616300173,"F Hogenboom, F Frasincar, U Kaymak… - Decision Support …, 2016 - Elsevier",2016
Integration of onshore and offshore seismic arrays to study the seismicity of the Calabrian Region: a two steps automatic procedure for the identification of the best …,https://adgeo.copernicus.org/articles/36/69/2014/,"A D'Alessandro, I Guerra, G D'Anna… - Advances in …, 2014 - adgeo.copernicus.org",2014
[PDF] Developing Smart Environmental solutions using Internet of Things for Smart City Infrastructure: A Survey,https://www.academia.edu/download/92559718/WSN_142__2020__60-75.pdf,"S Aradhyamatada, UM Rohitha - World Scientific News, 2020 - academia.edu",2020
Advantages and disadvantages of internet marketing research,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-163356de-1b8b-4e82-88d6-3bb53ea25565,"D Skurpel - World Scientific News, 2016 - agro.icm.edu.pl",2016
[PDF] The internet of things-a survey,https://www.researchgate.net/profile/Revathi-Velusamy/publication/320237276_REVERSIBLE_DATA_HIDING_WITH_QR_CODE_APPLICATION/links/59d67176a6fdcc52aca7cba5/REVERSIBLE-DATA-HIDING-WITH-QR-CODE-APPLICATION.pdf#page=150,"SK Anithaa, S Arunaa, M Dheepthika… - … Scientific News, 2016 - researchgate.net",2016
[PDF] Bioelectrical impedance analysis in medicine,https://statanaly.com/wp-content/uploads/2023/04/Bioelectrical_impedance_analysis_in.pdf,"A Dubiel - World Scientific News, 2019 - statanaly.com",2019
Initial approaches on Cross-Lingual Information Retrieval using Statistical Machine Translation on user-queries,https://upcommons.upc.edu/handle/2117/102350,"M Ruiz Costa-Jussà, C Paz-Trillo… - … -MOST: Joint V …, 2012 - upcommons.upc.edu",2012
[PDF] Claim settlement of Pradhan Mantri Suraksha Bima Yojana under Pradhan Mantri Jan Dhan Yojana,https://scholar.archive.org/work/urvorjys3zdwtfddbljb27pemq/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2016/11/WSN-65-2017-123-134.pdf,"RK Yadav, S Mohania - World Scientific News, 2017 - scholar.archive.org",2017
[PDF] Approaches in Assessing the Credibility of Online Information,https://conferences.info.uaic.ro/consilr/prevEditions/Consilr_2020.pdf#page=159,"M PETIC, A GOREA, I ȚIȚCHIEV - ISSN 1843-911X, 2020 - conferences.info.uaic.ro",2020
The effects of colour and valence on news evaluation,https://onlinelibrary.wiley.com/doi/abs/10.1002/ijop.12234,"K Kaspar, M Grümmer, A Kießler… - International Journal …, 2017 - Wiley Online Library",2017
[PDF] Potential comparison of montmorillonite filled and unfilled epoxy methacrylate of bisphenol-C-glass/jute/treated jute and hybrid composites,https://www.researchgate.net/profile/Ritesh-Bhatt-5/publication/354162414_Potential_comparison_of_montmorillonite_filled_and_unfilled_epoxy_methacrylate_of_bisphenol-C-glass_jutetreated_jute_and_hybrid_composites/links/61289c5d38818c2eaf631bca/Potential-comparison-of-montmorillonite-filled-and-unfilled-epoxy-methacrylate-of-bisphenol-C-glass-jute-treated-jute-and-hybrid-composites.pdf,"RD Bhatt, JP Patel, PH Parsania - World Scientific News, 2021 - researchgate.net",2021
Dengue virus (NS2B/NS3 protease) protein engineering. Part I: An automated design for hotspots stability and site-specific mutations by using HotSpot Wizard 3.0 tool,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-78864de3-0651-456b-b37d-8734e1d0946a,"M Lahiri, I Ghosh, P Talukdar, SN Talapatra - World Scientific News, 2019 - agro.icm.edu.pl",2019
Securing data access and automatic exchanges System,http://cims-journal.net/index.php/CN/article/view/200,"PM Mahadeo, TV Gopal, RB Singh - Computer Integrated …, 2023 - cims-journal.net",2023
Liquid publications: Scientific publications meet the web,http://eprints.biblio.unitn.it/1313/,"F Casati, F Giunchiglia, M Marchese - 2007 - eprints.biblio.unitn.it",2007
[HTML] New advances in human thermophysiology: Review of Priego-Quesada,https://thermohuman.com/2022/09/18/new-advances-in-human-thermophysiology-review-of-priego-quesada,A del Estal - thermohuman.com,N/A
Evaluation of science in the media by non-science majors,https://www.tandfonline.com/doi/abs/10.1080/21548455.2016.1206983,"JSC Leung, ASL Wong, BHW Yung - International Journal of …, 2017 - Taylor & Francis",2017
[PDF] Unsupervised Metadata Extraction in Scientific Digital Libraries Using A-Priori Domain-Specific Knowledge.,https://www.academia.edu/download/53789139/19.pdf,"A Ivanyukovich, M Marchese - SWAP, 2006 - academia.edu",2006
[CITATION] A Survey on Internet of Things Architecture,N/A,"T Nandhini, MS Parveen… - … Scientific …, 2016 - Scientific Publishing House …",2016
"[PDF] Trend of coastline change for twenty years (1994-2014) in Cirebon, Indonesia",https://www.researchgate.net/profile/Syawaludin-Harahap/publication/337223658_Trend_of_coastline_change_for_twenty_years_1994-2014_in_Cirebon_Indonesia/links/5dcc05f5299bf1a47b363e0e/Trend-of-coastline-change-for-twenty-years-1994-2014-in-Cirebon-Indonesia.pdf,"SA Harahap, NP Purba, ML Syamsuddin - World Scientific News, 2019 - researchgate.net",2019
EFL Students' Language Accuracy Development through Self-Assessment from Online Written Feedback: How Do They Experience and Perceive It?,https://callej.org/index.php/journal/article/view/14,"S Supiani, NM Rahmawati, TL Widyaningsih… - Computer-Assisted …, 2023 - callej.org",2023
[PDF] Emotional text tagging,http://gbuscher.com/publications/IsmailBiedert11_EmotionalTextTagging.pdf,"F Ismail, R Biedert, A Dengel, G Buscher - IUI, 2011 - gbuscher.com",2011
[PDF] Looking for an efficient port planning: analysis of Spanish Port System through artificial intelligence,https://scholar.archive.org/work/ixblufv54vddrbheruoczm6kwy/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/07/WSN-83-2017-75-91.pdf,"BM Serrano, N González-Cancelas… - … Scientific News, 2017 - scholar.archive.org",2017
[PDF] Exploring PolyFeatureML for Predictive Analytics in Student Academic Performance: Bridging Educational Insights with Public Policy,https://www.researchgate.net/profile/Chima-Olumba/publication/386074857_Exploring_PolyFeatureML_for_Predictive_Analytics_in_Student_Academic_Performance_Bridging_Educational_Insights_with_Public_Policy/links/6741cc626dedd318c896e500/Exploring-PolyFeatureML-for-Predictive-Analytics-in-Student-Academic-Performance-Bridging-Educational-Insights-with-Public-Policy.pdf,"GC Olumba, GU Nneji, HN Monday, G Mark, S Umana - researchgate.net",N/A
A comprehensive review on fake news detection with deep learning,https://ieeexplore.ieee.org/abstract/document/9620068/,"MF Mridha, AJ Keya, MA Hamid, MM Monowar… - IEEE …, 2021 - ieeexplore.ieee.org",2021
Automated fake news detection in the age of digital libraries,https://ital.corejournals.org/index.php/ital/article/view/12483,"U Mertoğlu, B Genç - Information Technology and Libraries, 2020 - ital.corejournals.org",2020
[PDF] Machine translation for multilingual troubleshooting in the IT domain: a comparison of different strategies,https://aclanthology.org/W15-5713.pdf,"S Štajner, J Rodrigues, L Gomes… - Proceedings of the 1st …, 2015 - aclanthology.org",2015
Problem formulation in inventive design using Doc2vec and Cosine Similarity as Artificial Intelligence methods and Scientific Papers,https://www.sciencedirect.com/science/article/pii/S095219762200001X,"M Hanifi, H Chibane, R Houssin… - Engineering Applications of …, 2022 - Elsevier",2022
Emotional dynamics in the age of misinformation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0138740,"F Zollo, PK Novak, M Del Vicario, A Bessi, I Mozetič… - PloS one, 2015 - journals.plos.org",2015
[PDF] Cassava peels as feed resource for animal production-A review,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-183-2023-104-120.pdf,"CR Unigwe, LI Mhomga, IR Igwe… - … Scientific News, 2023 - worldscientificnews.com",2023
"[PDF] Using Machine Learning to Enhance"" Students' Assessment"" Moodle Application",https://www.researchgate.net/profile/Khaleel-Mershad/publication/341112841_Using_Machine_Learning_to_Enhance_Students'_Assessment_Moodle_Application/links/5eaec6b0a6fdcc7050a51fc1/Using-Machine-Learning-to-Enhance-Students-Assessment-Moodle-Application.pdf,"A Moussawi, P Ibrahim, B Said, K Mershad - 2020 - researchgate.net",2020
Communicating scientific knowledge as News on Social Media: analyses in frames of Luhmann's System Theory,https://link.springer.com/article/10.1007/s11213-023-09659-7,"A Hakobyan - Systemic Practice and Action Research, 2024 - Springer",2024
[PDF] THE ROLE OF ARTIFICIAL SUPERINTELLIGENCE (ASI) IN THE SOLUTION OF THE CLIMATE CHANGE PROBLEM,https://snjournal.atu.edu.az/storage/arxiv/5441736430554.pdf#page=64,"VA oglu Seyidov, BM oglu Bagirov - … ВЕСТИ SCIENTIFIC NEWS - snjournal.atu.edu.az",N/A
"Fakenewsnet: A data repository with news content, social context, and spatiotemporal information for studying fake news on social media",https://www.liebertpub.com/doi/abs/10.1089/big.2020.0062,"K Shu, D Mahudeswaran, S Wang, D Lee, H Liu - Big data, 2020 - liebertpub.com",2020
Wave-particle duality of a 6D wavicle in two paired 4D dual reciprocal quasispaces of a heterogeneous 8D quasispatial structure,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-5048e884-3908-4fbb-a357-ee481b400a42,"J Czajko - World Scientific News, 2019 - agro.icm.edu.pl",2019
How accurate are news mentions of scholarly output? A content analysis,https://link.springer.com/article/10.1007/s11192-022-04382-x,"H Yu, X Yu, X Cao - Scientometrics, 2022 - Springer",2022
[PDF] Applied Computing and Informatics,https://www.researchgate.net/profile/Imad-Zeroual/publication/329665082_MulTed_A_multilingual_aligned_and_tagged_parallel_corpus/links/5ce69267458515712ebbde88/MulTed-A-multilingual-aligned-and-tagged-parallel-corpus.pdf?origin=journalDetail&_tp=eyJwYWdlIjoiam91cm5hbERldGFpbCJ9,"I Zeroual, A Lakhouaja - 2018 - researchgate.net",2018
[PDF] Antisurge systems-state of the art,https://scholar.archive.org/work/hyxcsbkeqbcodcbnrr2ucfl2ry/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/07/WSN-812-2017-53-68.pdf,"F Grapow - World Scientific News, 2017 - scholar.archive.org",2017
"[PDF] Assessment of Primary Health Care Facilities in Afijio Local Government, Oyo State, Nigeria Using GIS",https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-185-2023-62-82.pdf,"IA Amusa, OM Areo, ST Oyebanji… - … Scientific News, 2023 - worldscientificnews.com",2023
Controllable natural language generation for audience-centric styles,https://www.ideals.illinois.edu/items/127482,S Moorjani - 2023 - ideals.illinois.edu,2023
Gaussian Mixture Regression Model with Sparsity for Clustering of Territory Risk in Auto Insurance,https://www.degruyter.com/document/doi/10.1515/apjri-2024-0002/html?recommended=sidebar,"S Xie, C Gan, AT Lawniczak - Asia-Pacific Journal of Risk and …, 2024 - degruyter.com",2024
[PDF] Forecasting landslide in chukha from index properties of soil-research to policy making,https://www.academia.edu/download/79746528/WSN-135-2019-227-248.pdf,"N Chettri, R Sarkar, K Adhikari, IB Chettri - World Scientific News, 2019 - academia.edu",2019
[PDF] Estimation of Design Model Constants for a Constructed Wetland with Palm Kernel Shell as Substrate for Slaughterhouse Wastewater Treatment,https://www.researchgate.net/profile/Nelson-Okoye/publication/328276999_Estimation_of_Design_Model_Constants_for_a_Constructed_Wetland_with_Palm_Kernel_Shell_as_Substrate_for_Slaughterhouse_Wastewater_Treatment/links/5bc36cbe299bf1004c5f34fd/Estimation-of-Design-Model-Constants-for-a-Constructed-Wetland-with-Palm-Kernel-Shell-as-Substrate-for-Slaughterhouse-Wastewater-Treatment.pdf,"NM Okoye, CN Madubuike, IU Nwuba - World Scientific News, 2018 - researchgate.net",2018
[PDF] An Analysis of Active Regions 11036 Characteristics Leads To Solar Flare Class C7. 2 Phenomena,https://scholar.archive.org/work/tae4rtiy6jgkdamwkvmynrisau/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2015/10/WSN-452-2016-80-91.pdf,"NH Zainol, ZS Hamidi, N Husien, MO Ali… - … Scientific News, 2016 - scholar.archive.org",2016
[PDF] Performance assessment of GE conventional X-ray System installed in Radiological Science Department of King Saud University,https://www.researchgate.net/profile/Abdulrahman-Almutairi-24/publication/380324141_Performance_assessment_of_GE_conventional_X-ray_System_installed_in_Radiological_Science_Department_of_King_Saud_University/links/6635ef3935243041535fe6e5/Performance-assessment-of-GE-conventional-X-ray-System-installed-in-Radiological-Science-Department-of-King-Saud-University.pdf,"A Almutairi, AA Mohammed - Am. J. PharmTcch. Res, 2024 - researchgate.net",2024
"[PDF] Synthesis and characterization of epoxy methacrylate of (E)-1, 3-bis (4-hydroxyphenyl) prop-2-en-1-one and its jute/glass composites",https://www.academia.edu/download/76618973/WSN_42__2016__182-196.pdf,"JD Thanki, PH Parsania - World Scientific News, 2016 - academia.edu",2016
Sentiment and topic classification of messages on Twitter: and using the results to interact with Twitter users,https://www.diva-portal.org/smash/record.jsf?pid=diva2:929542,J David - 2016 - diva-portal.org,2016
Scientific misinformation and fake news: A blurred boundary,https://www.tandfonline.com/doi/abs/10.1080/02691728.2022.2070788,"A Elisabetta Galeotti, C Meini - Social Epistemology, 2022 - Taylor & Francis",2022
An experiment in spanish-portuguese statistical machine translation,https://link.springer.com/chapter/10.1007/978-3-540-88190-2_30,"WF Aziz, TAS Pardo, I Paraboni - … in Artificial Intelligence-SBIA 2008: 19th …, 2008 - Springer",2008
"[PDF] A Comparative Study of the Proximate Compositions and Oil Characterization of Sesame (Sesamum indicum L.), Groundnut (Arachis hypogaea) and Bambara …",https://www.researchgate.net/profile/Daniel-Omokpariola/publication/376704872_A_Comparative_Study_of_the_Proximate_Compositions_and_Oil_Characterization_of_Sesame_Sesamum_indicum_L_Groundnut_Arachis_hypogaea_and_Bambara_Vigna_subterranean_Seeds_Harvested_in_Nigeria/links/6584347e2468df72d3c0e38c/A-Comparative-Study-of-the-Proximate-Compositions-and-Oil-Characterization-of-Sesame-Sesamum-indicum-L-Groundnut-Arachis-hypogaea-and-Bambara-Vigna-subterranean-Seeds-Harvested-in-Nigeria.pdf,"EJ Morah, DO Omokpariola, AE Ozukwe… - … Scientific News, 2024 - researchgate.net",2024
[PDF] Semi-Structured Complex List Extraction.,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=e98f50a4daa4e5f923faa06b0f9bc4915b440772,"A Arpteg - Workshop on Web-based Support Systems, 2004 - Citeseer",2004
Development of an instrument to assess student knowledge necessary to critically evaluate scientific claims in the popular media,https://www.tandfonline.com/doi/pdf/10.2505/4/jcst14_043_05_55,"AM Strimaitis, J Schellinger, A Jones… - Journal of College …, 2014 - Taylor & Francis",2014
Did you tell a deadly lie? evaluating large language models for health misinformation identification,https://link.springer.com/chapter/10.1007/978-981-96-0576-7_29,"S Thapa, K Rauniyar, H Veeramani, A Shah… - … Conference on Web …, 2024 - Springer",2024
Portuguese pronoun resolution: resources and evaluation,https://link.springer.com/chapter/10.1007/978-3-540-78135-6_29,"RRM Cuevas, WY Honda, DJ De Lucena… - … and Intelligent Text …, 2008 - Springer",2008
A comparative study of atmospheric profiles over central Himalayan region by using ground-based measurements and radiosonde observations,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-054e69c8-3989-47dc-b495-319627075883,"G Yadav, A Deep, AS Gautam, K Komsaare… - … Scientific News, 2019 - agro.icm.edu.pl",2019
“How trustworthy is this research?” designing a tool to help readers understand evidence and uncertainty in science journalism,https://www.tandfonline.com/doi/abs/10.1080/21670811.2023.2193344,"AS Løvlie, A Waagstein, P Hyldgård - Digital Journalism, 2023 - Taylor & Francis",2023
[PDF] Effect of temperature on thermo-physical properties of pyrazolo quinazoline derivatives by ultrasonic studies,https://scholar.archive.org/work/itg2z2svq5a4nfwvuqniiy2nfq/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2015/10/WSN-472-2016-89-111.pdf,"S Baluja, P Ramavat, K Nandha - World Scientific News, 2016 - scholar.archive.org",2016
Detecting fake news with tweets' properties,https://ieeexplore.ieee.org/abstract/document/8968706/,"NX Nyow, HN Chua - 2019 IEEE conference on application …, 2019 - ieeexplore.ieee.org",2019
On improving the indexing of information systems based on web technologies,https://iopscience.iop.org/article/10.1088/1742-6596/1210/1/012072/meta,"S Kratov - Journal of Physics: Conference Series, 2019 - iopscience.iop.org",2019
[PDF] Genre induction from a linguistic approach,https://pdfs.semanticscholar.org/d8ab/95f728d2d83f55a071861548e210611155cd.pdf,"A Lieungnapar, RW Todd… - … Journal of Applied …, 2017 - pdfs.semanticscholar.org",2017
Categorisations of developed and developing countries in UN news on climate change,https://www.tandfonline.com/doi/abs/10.1080/10350330.2022.2052275,"G Wang, M Liu, Y Xin - Social Semiotics, 2024 - Taylor & Francis",2024
When quotes matter: impact of outside quotes in a science press release on news judgment,https://jcom.sissa.it/article/pubid/JCOM_1304_2014_A02/,"P Brown Jarreau - Journal of science communication, 2014 - jcom.sissa.it",2014
[PDF] Automatic motorbike accident detection and notification system,"https://dspace.bracu.ac.bd/xmlui/bitstream/handle/10361/21761/18121125,%2018121092,%2018121102,%2018121108_EEE.pdf?sequence=1","SM Siam, KI Sumaiya, MRA Amin, TH Turjo - 2022 - dspace.bracu.ac.bd",2022
MALL via mobile applications: Evaluation of an electronic English dictionary on smartphones,https://www.taylorfrancis.com/chapters/edit/10.1201/9780429434617-205/mall-via-mobile-applications-evaluation-electronic-english-dictionary-smartphones-liao-gao,"YL Liao, LJ Gao - Information, Computer and Application …, 2018 - taylorfrancis.com",2018
AGENT-BASED OPEN MODEL FOR PERSONALIZED E-LEARNING DELIVERY,https://library.iated.org/view/IVANOVA2010AGE,"T Ivanova, M Ivanova - ICERI2010 Proceedings, 2010 - library.iated.org",2010
[HTML] Attitudes of Crohn's disease patients: infodemiology case study and sentiment analysis of Facebook and Twitter posts,https://publichealth.jmir.org/2017/3/e51/,"M Roccetti, G Marfia, P Salomoni… - JMIR public health …, 2017 - publichealth.jmir.org",2017
