title,link,authors,year
"[PDF] Educational approaches, components and paradigms affecting reading; strategies for strengthening reading",https://www.academia.edu/download/101892505/WSN-28-2016-101-112.pdf,"H Lotfi, KF Zadeh - World Scientific News, 2016 - academia.edu",2016
""" Beware of deception"": Detecting Half-Truth and Debunking it through Controlled Claim Editing",https://arxiv.org/abs/2308.07973,"S Singamsetty, N Madaan, S Mehta… - arXiv preprint arXiv …, 2023 - arxiv.org",2023
User-Enriched Embedding for Fake News Detection on Social Media,https://link.springer.com/chapter/10.1007/978-3-031-07969-6_44,"O Hebroune, L Benhiba - International Conference On Big Data and …, 2021 - Springer",2021
[HTML] Security provision for protecting intelligent sensors and zero touch devices by using blockchain method for the smart cities,https://www.sciencedirect.com/science/article/pii/S0141933122000631,"KU Nisa, A Alhudhaif, KN Qureshi, HJ Hadi… - Microprocessors and …, 2022 - Elsevier",2022
"Low Cost (CAPEX and variable): Tool design for cell and module fabrication with thin, free-standing silicon wafers",https://www.osti.gov/biblio/1618395,"Z Liu, S Bonner, T Buonassisi, E Sachs - 2020 - osti.gov",2020
[PDF] Reduction of BER using RSC code for Optical Code Division Multiple Access Networks,https://www.researchgate.net/profile/Satyasen-Panda/publication/325817495_Reduction_of_BER_using_RSC_code_for_Optical_Code_Division_Multiple_Access_Networks/links/5b2744c7aca272277fb7059b/Reduction-of-BER-using-RSC-code-for-Optical-Code-Division-Multiple-Access-Networks.pdf,"S Panda - World Scientific News, 2017 - researchgate.net",2017
[PDF] Design of Potential Drugs and Vaccines for COVID 19 by the Application of Machine Learning and Artificial Intelligence,http://www.rjlbpcs.com/article-pdf-downloads/2023/54/853.pdf,"I Sarkar, S Sarkar - World Scientific News, 2023 - rjlbpcs.com",2023
[PDF] Production of coronal mass ejections in relation with complex solar radio burst Type III correlated with single solar radio burst type III,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-36-2016-96-108.pdf,"NH Hussien, ZS Hamidi, MO Ali… - … Scientific News, 2016 - worldscientificnews.com",2016
Natural language processing methods for detecting and measuring the impact of scientific work beyond academia,https://wrap.warwick.ac.uk/id/eprint/176588/,J Ravenscroft - 2022 - wrap.warwick.ac.uk,2022
Plant Health Check: Emerging Methods for Disease Detection,https://link.springer.com/chapter/10.1007/978-3-031-56011-8_4,"KA Abd-Elsalam, RK Hassan, FK Ahmed… - … under Climate Change …, 2024 - Springer",2024
[PDF] IMPACT OF INFORMATION SUBSIDIES ON STUDENT NEWS WRITERS'THINKING ABOUT SCIENCE NEWS,https://www.academia.edu/download/87410799/AJMPVol2Nos1-4.pdf#page=103,"WONY JANG, E FREDERICK… - MICHAEL G. ELASMAR …, 2009 - academia.edu",2009
"[PDF] Trend of coastline change for twenty years (1994-2014) in Cirebon, Indonesia",https://www.researchgate.net/profile/Syawaludin-Harahap/publication/337223658_Trend_of_coastline_change_for_twenty_years_1994-2014_in_Cirebon_Indonesia/links/5dcc05f5299bf1a47b363e0e/Trend-of-coastline-change-for-twenty-years-1994-2014-in-Cirebon-Indonesia.pdf,"SA Harahap, NP Purba, ML Syamsuddin - World Scientific News, 2019 - researchgate.net",2019
[PDF] Time Series ARIMA Model for Predicting Nigeria Net Foreign Direct Investment (FDI),https://www.researchgate.net/profile/Joel-Simon-6/publication/374618851_Time_Series_ARIMA_Model_for_Predicting_Nigeria_Net_Foreign_Direct_Investment_FDI/links/652732d361c4044c404cccbc/Time-Series-ARIMA-Model-for-Predicting-Nigeria-Net-Foreign-Direct-Investment-FDI.pdf,"SH Akpensuen, EE Edeghagba, AG Alhaji… - … Scientific News, 2019 - researchgate.net",2019
A dynamic hierarchical fuzzy clustering algorithm for information filtering,https://link.springer.com/chapter/10.1007/3-540-31590-X_1,"G Bordogna, M Pagani1, G Pasi - Soft Computing in Web Information …, 2006 - Springer",2006
Keyword extraction from news corpus by deep learning in the context of internet of things,https://www.inderscienceonline.com/doi/abs/10.1504/IJGUC.2023.131005,"Y Xiao - International Journal of Grid and Utility Computing, 2023 - inderscienceonline.com",2023
MulTed: A multilingual aligned and tagged parallel corpus,https://www.emerald.com/insight/content/doi/10.1016/j.aci.2018.12.003/full/html,"I Zeroual, A Lakhouaja - Applied Computing and Informatics, 2022 - emerald.com",2022
[PDF] A Comprehensive Review on Fake News Detection With Deep Learning,https://www.academia.edu/download/75785935/09620068.pdf,"MM MONOWAR, MDS RAHMAN - academia.edu",N/A
[CITATION] A Survey on Internet of Things Architecture,N/A,"T Nandhini, MS Parveen… - … Scientific …, 2016 - Scientific Publishing House …",2016
[PDF] 1. Article type: Original research 2. Corresponding author info,https://www.researchgate.net/profile/Loni-Hagen-2/publication/319209020_Crisis_Communications_in_the_Age_of_Social_Media/links/599d76e40f7e9b892bb3c8b9/Crisis-Communications-in-the-Age-of-Social-Media.pdf,"L Hagen, S Neely, N DePaula, L Hagen, T Keller… - researchgate.net",N/A
[PDF] Science in post-truth society: New media and social perception of science,https://www.academia.edu/download/57101082/Pavic_Znanost_i_post-istina.pdf,"Ž Pavić, A Šundalić - Media, culture and public relations, 2017 - academia.edu",2017
A detailed investigation on forest monitoring system for wildfire using iot,https://ebooks.iospress.nl/doi/10.3233/ATDE221275,"UJ Wesly, R Venkata Sai Chaitanya… - … in Electronics and …, 2023 - ebooks.iospress.nl",2023
Focus on the 9th Annual Seminar organized by the Canceropôle Provence-Alpes-Côte-d'Azur: Highlights of the event,https://www.sciencedirect.com/science/article/pii/S0007455123001960,"L Verrier - Bulletin du Cancer, 2023 - Elsevier",2023
A SVM Applied Text Categorization of Academia-Industry Collaborative Research and Development Documents on the Web,https://link.springer.com/chapter/10.1007/978-3-319-06692-9_19,"K Kurakawa, Y Sun, N Yamashita, Y Baba - Analysis and Modeling of …, 2014 - Springer",2014
Computational Modeling of Science Communication with Natural Language Processing,https://deepblue.lib.umich.edu/handle/2027.42/194667,J Pei - 2024 - deepblue.lib.umich.edu,2024
Across the Spectrum In-Depth Review AI-Based Models for Phishing Detection,https://ieeexplore.ieee.org/abstract/document/10681500/,"S Ahmad, M Zaman, AS AL-Shamayleh… - IEEE Open Journal …, 2024 - ieeexplore.ieee.org",2024
Leveraging Artificial Intelligence to Enhance Media Literacy and Combat Misinformation,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4991258,"S Sarkar, A Ghosh - JNRID, ISSN, 2024 - papers.ssrn.com",2024
Possibilities of the spatial information system usage by the Internal Security Agency,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-c9b4a1bb-4f61-4f48-95b0-ec9ab9896356,"J Ryba, M Ogrodniczak, B Ryba - World Scientific News, 2016 - agro.icm.edu.pl",2016
[PDF] A cloud platform for the internet of things,https://www.researchgate.net/profile/Vijayalakshmi-Sr/publication/308379692_Challenges_in_Integrating_Wireless_Sensor_Network_and_Internet_of_Things_for_Environmental_Monitoring/links/57e271b208ae1f0b4d95c83c/Challenges-in-Integrating-Wireless-Sensor-Network-and-Internet-of-Things-for-Environmental-Monitoring.pdf#page=16,"K Swarnalatha, SN Alankar… - … Scientific News, 2016 - researchgate.net",2016
[PDF] IoT & WSN based Smart Precision Agriculture,https://www.researchgate.net/profile/Revathi-Velusamy/publication/320237276_REVERSIBLE_DATA_HIDING_WITH_QR_CODE_APPLICATION/links/59d67176a6fdcc52aca7cba5/REVERSIBLE-DATA-HIDING-WITH-QR-CODE-APPLICATION.pdf#page=277,"MM Jayashree, S Sangeetha - World Scientific News, 2016 - researchgate.net",2016
[PDF] Leveraging social networks and knowledge graphs for discovering and recommending engaging and credible information,https://dspace.lib.ntua.gr/xmlui/bitstream/handle/123456789/55400/thesis_Danae_Pla_Karidi.pdf?sequence=1,D Pla Karidi - 2022 - dspace.lib.ntua.gr,2022
[PDF] Use Genetic Algorithm in Designing an Adaptive System,https://www.researchgate.net/profile/Lubna-Abdulahad/publication/330411028_Use_Genetic_Algorithm_in_Designing_an_Adaptive_System/links/5c3ec8e192851c22a3786a98/Use-Genetic-Algorithm-in-Designing-an-Adaptive-System.pdf,"LZ Bashir - World Scientific News, 2015 - researchgate.net",2015
Efficient Machine Leaning Algorithms for Sentiment Analysis In Car Rental Service,https://ieeexplore.ieee.org/abstract/document/10183435/,"S Nayak, YK Sharma - 2023 International Conference on …, 2023 - ieeexplore.ieee.org",2023
Challenges for intelligence today: Combatting misinformation and fake news,https://link.springer.com/chapter/10.1007/978-3-030-92798-1_14,"SJ Ceci, WM Williams - Intelligence in Context: The Cultural and Historical …, 2022 - Springer",2022
Detecting conspiracy theory against covid-19 vaccines,https://arxiv.org/abs/2211.13003,"MH Amin, H Madanu, S Lavu, H Mansourifar… - arXiv preprint arXiv …, 2022 - arxiv.org",2022
Diagnostic method by using vibration analysis for pump fault detection,https://www.sciencedirect.com/science/article/pii/S1876610218302984,"D Siano, MA Panza - Energy Procedia, 2018 - Elsevier",2018
"Early flood detection and rescue using bioinformatic devices, internet of things (IOT) and Android application",https://www.emerald.com/insight/content/doi/10.1108/wje-05-2021-0269/full/html,"R Khan, M Shabaz, S Hussain, F Ahmad… - World Journal of …, 2022 - emerald.com",2022
[HTML] Translation of Methodology of Technology Surveillance in the Universities and Research Centers,http://arielsheen.com/index.php/2019/05/31/translation-of-methodology-of-technology-surveillance-in-the-universities-and-research-centers/,A Sheen - arielsheen.com,N/A
Characterizing the spread of exaggerated news content over social media,https://arxiv.org/abs/1811.07853,"J Patro, S Baruah, V Gupta, M Choudhury… - arXiv preprint arXiv …, 2018 - arxiv.org",2018
[PDF] CONSTRUCTION OF A FUEL SUPPLY SYSTEM FOR VEHICLES RUNNING ON COMPRESSED GAS AND THEIR MAINTENANCE,https://www.researchgate.net/profile/Murodjon-Rakhmatov/publication/375961617_CONSTRUCTION_OF_A_FUEL_SUPPLY_SYSTEM_FOR_VEHICLES_RUNNING_ON_COMPRESSED_GAS_AND_THEIR_MAINTENANCE_1_Rakhmatov_Murodjon_Iskandarovich_Senior_teacher_of_the_Automotive_and_automotive_industry_department/links/6565745cb1398a779dbfc844/CONSTRUCTION-OF-A-FUEL-SUPPLY-SYSTEM-FOR-VEHICLES-RUNNING-ON-COMPRESSED-GAS-AND-THEIR-MAINTENANCE-1-Rakhmatov-Murodjon-Iskandarovich-Senior-teacher-of-the-Automotive-and-automotive-industry-department.pdf,"RM Iskandarovich, SZ Zayniddinovich… - … of Scientific news in …, 2023 - researchgate.net",2023
A Smart and Intelligent Home Automation System,https://ieeexplore.ieee.org/abstract/document/9666614/,"RBA Tonoy, HM Zilany… - 2021 IEEE 12th Annual …, 2021 - ieeexplore.ieee.org",2021
[PDF] NAVIGATING CYBERSECURITY: A COMPREHENSIVE ANALYSIS OF MACHINE LEARNING IN CYBER ATTACK DETECTION,http://www.jatit.org/volumes/Vol102No21/7Vol102No21.pdf,"SD RAJAN, A MANIKANDAN - Journal of Theoretical and Applied …, 2024 - jatit.org",2024
Potentials of internet of things (IoT) in Malaysian construction industry,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3524922,"SH Mahmud, L Assan, R Islam - Annals of emerging technologies …, 2018 - papers.ssrn.com",2018
[PDF] Correlation between Radio Flux (10.7 cm) and Sunspot Number Based on Statistical Properties,https://scholar.archive.org/work/udowtmzlnfe5de2etegrmyvm2u/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2016/01/WSN-52-2016-70-80.pdf,"ZS Hamidi, NNM Shariff, C Monstein - World Scientific News, 2016 - scholar.archive.org",2016
[PDF] Worm gear drive optimization considering industry constraints based on nature inspired algorithms,https://scholar.archive.org/work/xtd4gdwosfajlfbnjh5sof6lxq/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/08/WSN-87-2017-205-221.pdf,"N Ebenezer, R Saravanan, S Ramabalan… - … Scientific News, 2017 - scholar.archive.org",2017
The news values of fake news,https://journals.sagepub.com/doi/abs/10.1177/17504813241280489,"B Baissa, M Fuoli, J Grieve - Discourse & Communication, 2024 - journals.sagepub.com",2024
An approach to detect backbones of information diffusers among different communities of a social platform,https://www.sciencedirect.com/science/article/pii/S0169023X22000489,"G Bonifazi, F Cauteruccio, E Corradini… - Data & Knowledge …, 2022 - Elsevier",2022
'Don't Get Too Technical with Me': A Discourse Structure-Based Framework for Science Journalism,https://arxiv.org/abs/2310.15077,"R Cardenas, B Yao, D Wang, Y Hou - arXiv preprint arXiv:2310.15077, 2023 - arxiv.org",2023
[BOOK] Neural nets WIRN10: proceedings of the 20th italian workshop on neural nets,https://books.google.com/books?hl=en&lr=&id=cMPUGFltz68C&oi=fnd&pg=PR1&dq=%22science+news%22OR%22scientific+news%22+automatic+AND+detection&ots=SBVudCRdZZ&sig=FOwXKMC9kAXb8B_abx_m3bVq3UI,B Apolloni - 2011 - books.google.com,2011
[PDF] Efficacy of Reward and Punishment on Improving Misinformation Detection of Youths with Different Levels of Educational Attainment,https://www.academia.edu/download/68561808/INTROMETH_EXP_Calilungm_Flores_P_Pertes_Ustaris.pdf,"AJD Calilung, PAS Flores, LMB Pertes, CDA Ustaris - 2021 - academia.edu",2021
An Unsupervised Method for Intrusion Detection Using Novel Percentage Split Clustering,https://link.springer.com/chapter/10.1007/978-981-97-9743-1_12,"A Joy Christy, MJ Jeyasheela Rakkini… - … on Applications and …, 2024 - Springer",2024
Cochrane-auto: An Aligned Dataset for the Simplification of Biomedical Abstracts,https://aclanthology.org/2024.tsar-1.5/,"J Bakker, J Kamps - Proceedings of the Third Workshop on Text …, 2024 - aclanthology.org",2024
Generating scientific definitions with controllable complexity,https://aclanthology.org/2022.acl-long.569/,"T August, K Reinecke, NA Smith - … of the 60th Annual Meeting of …, 2022 - aclanthology.org",2022
How accurate are news mentions of scholarly output? A content analysis,https://link.springer.com/article/10.1007/s11192-022-04382-x,"H Yu, X Yu, X Cao - Scientometrics, 2022 - Springer",2022
"[PDF] The relationship between inflation and stock index in ten the last ten years, in Tehran stock exchange",https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=f827ec89d1d94ec8c7d868020c4d7e7bfbe15333,"F Ahmadi - World Scientific News, 2016 - Citeseer",2016
Pitfalls in Popular Misinformation Detection Methods and How to Avoid Them,https://deepblue.lib.umich.edu/handle/2027.42/174468,L Bozarth - 2022 - deepblue.lib.umich.edu,2022
Trend of narratives in the age of misinformation,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0134641,"A Bessi, F Zollo, M Del Vicario, A Scala, G Caldarelli… - PloS one, 2015 - journals.plos.org",2015
[PDF] Optimizing Document Similarity Detection in Persian Information Retrieval.,https://www.academia.edu/download/50575322/Optimizing_Document_Similarity_Detection20161127-6595-jxy8av.pdf,"O Kashefi, N Mohseni, B Minaei - J. Convergence Inf. Technol., 2010 - academia.edu",2010
A highly efficient content based approach to filter pornography websites,https://www.igi-global.com/article/content/68005,"TM Mahmoud, T Abd-El-Hafeez… - International Journal of …, 2012 - igi-global.com",2012
Bimodal Data Analysis for Early Detection of Lameness in Dairy Cows Using Artificial Intelligence,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4976718,"Y Dhaliwal, H Bi, S Neethirajan - Available at SSRN 4976718, 2024 - papers.ssrn.com",2024
An Automatic Extraction of Academia-Industry Collaborative Research and Development Documents on the Web,https://link.springer.com/chapter/10.1007/978-3-319-01264-3_18,"K Kurakawa, Y Sun, N Yamashita, Y Baba - … -Japanese Interchange of …, 2014 - Springer",2014
[PDF] A Survey on Resource Provisioning Heuristics,https://www.researchgate.net/profile/Vijayalakshmi-Sr/publication/308379692_Challenges_in_Integrating_Wireless_Sensor_Network_and_Internet_of_Things_for_Environmental_Monitoring/links/57e271b208ae1f0b4d95c83c/Challenges-in-Integrating-Wireless-Sensor-Network-and-Internet-of-Things-for-Environmental-Monitoring.pdf#page=69,"M Gowthami, V Suganya - World Scientific News, 2016 - researchgate.net",2016
Smart system to prevent forest fire based on internet of things,https://internetworkingindonesia.org/index.php/iij/article/view/71,"P Sihombing, H Herriyance… - Internetworking …, 2021 - internetworkingindonesia.org",2021
Computer Vision-Based Precision Livestock Farming: An Overview of The Challenges and Opportunities,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4770855,"RW Bello, DA Olubummo - Available at SSRN 4770855, 2024 - papers.ssrn.com",2024
[PDF] Advanced helical gear reducer design optimization through nature inspired algorithms,https://scholar.archive.org/work/iqwouhtmtff2jle3ajs27mtmyy/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/05/WSN-772-2017-267-280.pdf,"N Ebenezer, R Saravanan, S Ramabalan… - … Scientific News, 2017 - scholar.archive.org",2017
[PDF] The Enlargement of Type II Burst After Type III at AR 12522 on 16th March 2016 In Conjunction With Flare-Related Coronal Mass Ejections Event,https://scholar.archive.org/work/24eruvyrore3bj5wqfojldh444/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/01/WSN-702-2017-230-240.pdf,"N Husien, ZS Hamidi, NNM Shariff, MO Ali… - … Scientific News, 2017 - scholar.archive.org",2017
[PDF] Text mining for horizon scanning,https://core.ac.uk/download/pdf/343468175.pdf,"S BORCHARDT, C ESTREGUIL - 2020 - core.ac.uk",2020
[PDF] An Approach to Secure Communication in IoT (Internet of Things),https://www.researchgate.net/profile/Sujithra_Muthuswamy/publication/301887203_IOT_Security_Challenges_and_Issues_-_An_Overview/links/5b07aa4ea6fdcc8c252c61b8/IOT-Security-Challenges-and-Issues-An-Overview.pdf#page=33,"GFA Ahammed, R Banu, N Fathima - World Scientific News, 2016 - researchgate.net",2016
[HTML] From Information Overload to Knowledge Graphs: An Automatic Information Process Model,https://search.proquest.com/openview/a6b2ed2331dfb85e4334f43a0a327922/1?pq-origsite=gscholar&cbl=18750&diss=y,EH Thullen - 2023 - search.proquest.com,2023
Determination of metal content in sewage sludge and sewage sludge ash to find opportunities to use them in the construction industry,"https://mostwiedzy.pl/pl/publication/determination-of-metal-content-in-sewage-sludge-and-sewage-sludge-ash-to-find-opportunities-to-use-t,146280-1","L Świerczek, B Cieślik - World Scientific News, 2018 - mostwiedzy.pl",2018
Classification of Fake News in the Media/Social media Ecosystem,https://dspace.cvut.cz/handle/10467/115641,F Jan - 2024 - dspace.cvut.cz,2024
[PDF] Implementation of Complimentary filter on MPU 6050,https://worldscientificnews.com/wp-content/uploads/2025/01/WSN-199-2025-218-234.pdf,"S Das, S Nandy, S Chakraborty, J Singh… - Reading Time - worldscientificnews.com",N/A
Analysis of volatile fraction selected hybrid fruits using chromatographic techniques,"https://mostwiedzy.pl/pl/publication/analysis-of-volatile-fraction-selected-hybrid-fruits-using-chromatographic-techniques,141492-1","J Myszka, M Lubinska-Szczygeł, A Różańska… - … Scientific News, 2017 - mostwiedzy.pl",2017
[PDF] A Scientometric-inspired framework to analyze EurekAlert! Press releases,https://library.oapen.org/bitstream/handle/20.500.12657/87819/9783110776546.pdf?sequence=1#page=20,"E Orduña-Malea, R Costas - arXiv preprint arXiv:2311.02493, 2023 - library.oapen.org",2023
"[CITATION] Distribution, source fingerprinting and ecotoxic potential evaluation of polycyclic aromatic hydrocarbons in sediments of the River Niger at Okpu and …",N/A,"AA Chokor - World Scientific News, 2022 - Scientific Publishing House …",2022
Detection of abrupt change in trends of rainfall and rainy day's pattern of Uttarakhand,https://link.springer.com/article/10.1007/s12517-022-09883-w,"S Rana, V Deoli, SR Chavan - Arabian Journal of Geosciences, 2022 - Springer",2022
"[PDF] Using Machine Learning to Enhance"" Students' Assessment"" Moodle Application",https://www.researchgate.net/profile/Khaleel-Mershad/publication/341112841_Using_Machine_Learning_to_Enhance_Students'_Assessment_Moodle_Application/links/5eaec6b0a6fdcc7050a51fc1/Using-Machine-Learning-to-Enhance-Students-Assessment-Moodle-Application.pdf,"A Moussawi, P Ibrahim, B Said, K Mershad - 2020 - researchgate.net",2020
Analysis of Financial Reports in Companies Using Machine Learning,https://armgpublishing.com/journals/fmir/volume-7-issue-4/article-11/,"P Artem - Financial Markets, Institutions and Risks, 2023 - armgpublishing.com",2023
Intelligent classification of web pages using contextual and visual features,https://www.sciencedirect.com/science/article/pii/S1568494610001006,"A Ahmadi, M Fotouhi, M Khaleghi - Applied Soft Computing, 2011 - Elsevier",2011
Pub-Guard-LLM: Detecting Fraudulent Biomedical Articles with Reliable Explanations,https://arxiv.org/abs/2502.15429,"L Chen, S Fu, G Freedman, C Zor, G Martin… - arXiv preprint arXiv …, 2025 - arxiv.org",2025
[PDF] A Machine-Learning-Based Business Analytical System for Insurance Customer Relationship Management and Cross-Selling.,https://www.researchgate.net/profile/Xiaoguang-Tian-2/publication/377103872_A_Machine-Learning-Based_Business_Analytical_System_for_Insurance_Customer_Relationship_Management_and_Cross-Selling/links/65be3ecd1e1ec12eff6f96fa/A-Machine-Learning-Based-Business-Analytical-System-for-Insurance-Customer-Relationship-Management-and-Cross-Selling.pdf,"X Tian, J Todorovic, Z Todorovic - Journal of Applied Business & …, 2023 - researchgate.net",2023
[HTML] African Swine Fever—How to Unravel Fake News in Veterinary Medicine,https://www.mdpi.com/2076-2615/12/5/656,"A Trotta, M Marinaro, A Cavalli, M Cordisco, A Piperis… - Animals, 2022 - mdpi.com",2022
Increasing the credibility of scientific dissemination using crowdsourcing,https://oulurepo.oulu.fi/handle/10024/14178,A Kongjonaj - 2019 - oulurepo.oulu.fi,2019
Turning a traditional library into a smart library,https://ieeexplore.ieee.org/abstract/document/9004242/,"A Ozeer, Y Sungkur… - … international conference on …, 2019 - ieeexplore.ieee.org",2019
[HTML] The changing information environment for nanotechnology: Online audiences and content,https://link.springer.com/article/10.1007/s11051-010-9860-2?platform=hootsuite&error=cookies_not_supported&code=103fc68e-0f9c-40d0-b7e5-67a221c4fd7f,"AA Anderson, D Brossard, DA Scheufele - Journal of Nanoparticle …, 2010 - Springer",2010
[PDF] A Study on Technologies User for implementation of Internet of Things,https://www.researchgate.net/profile/Sujithra_Muthuswamy/publication/301887107_Internet_of_Things_-_An_Overview/links/5b07a9e80f7e9b1ed7f1ec20/Internet-of-Things-An-Overview.pdf#page=114,"KS Sindhu, M Aasha, S Sivakumari - World Scientific News, 2016 - researchgate.net",2016
[BOOK] The Routledge handbook of discourse and disinformation,https://api.taylorfrancis.com/content/books/mono/download?identifierName=doi&identifierValue=10.4324/9781003224495&type=googlepdf,"S Maci, M Demata, M McGlashan, P Seargeant - 2024 - api.taylorfrancis.com",2024
Anatomy into the battle of supporting or opposing reopening amid the COVID-19 pandemic on Twitter: A temporal and spatial analysis,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0254359,"L Li, A Erfani, Y Wang, Q Cui - Plos one, 2021 - journals.plos.org",2021
Popularisation of science and science journalism on social media in slovakia,https://www.ceeol.com/search/article-detail?id=1129841,"N Vrabec, L Pieš - Media Literacy and Academic Research, 2023 - ceeol.com",2023
[CITATION] Syndicating and personalizing content using RSS,N/A,"T Hannay - International Online Information …, 2004 - Learned Information (Europe) …",2004
[HTML] Navigating AI cybersecurity: evolving landscape and challenges,https://www.scirp.org/journal/paperinformation?paperid=133870,"M Roshanaei, MR Khan, NN Sylvester - Journal of Intelligent Learning …, 2024 - scirp.org",2024
Analysis of Financial Reports in Companies Using Machine Learning,https://essuir.sumdu.edu.ua/handle/123456789/94192,A Piven - 2023 - essuir.sumdu.edu.ua,2023
[HTML] Combined approaches for detecting polypropylene microplastics in crop plants,https://www.sciencedirect.com/science/article/pii/S0301479723020467,"İÇ Erdem, C Ünek, PA Süt, ÖK Acar, M Yurtsever… - Journal of …, 2023 - Elsevier",2023
Scientific misinformation and fake news: A blurred boundary,https://www.tandfonline.com/doi/abs/10.1080/02691728.2022.2070788,"A Elisabetta Galeotti, C Meini - Social Epistemology, 2022 - Taylor & Francis",2022
