title,link,authors,year
Scientific misinformation and fake news: A blurred boundary,https://www.tandfonline.com/doi/abs/10.1080/02691728.2022.2070788,"A Elisabetta Galeotti, C Meini - Social Epistemology, 2022 - Taylor & Francis",2022
Science TV news exposure predicts science beliefs: Real world effects among a national sample,https://journals.sagepub.com/doi/abs/10.1177/0093650209338912,"Y Hwang, BG Southwell - Communication Research, 2009 - journals.sagepub.com",2009
[HTML] Socio-ecological controversies in the news as trigger of a model-based inquiry instructional sequence about the effect of global warming on the great barrier …,https://www.mdpi.com/2071-1050/12/11/4676,"MR Jiménez-Liso, M González-Herrera… - Sustainability, 2020 - mdpi.com",2020
NARCIS: The Gateway to Dutch Scientific Information. ELPUB 2006,https://pure.knaw.nl/portal/en/publications/narcis-the-gateway-to-dutch-scientific-information-elpub-2006,"EMS Dijk, C Baars, AT Hogenaar… - … Technology and Culture …, 2006 - pure.knaw.nl",2006
[PDF] The future of the fuel in the marine industry,https://scholar.archive.org/work/f62tu6n5mzhapkpx3uum5akjou/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/05/WSN-76-2017-136-148.pdf,"D Owierkowicz, M Malinowska - World Scientific News, 2017 - scholar.archive.org",2017
IoT for dynamic information systems: concepts and principles,https://www.inderscienceonline.com/doi/abs/10.1504/IJBIS.2021.113969,"KA Sabry - International Journal of Business Information …, 2021 - inderscienceonline.com",2021
Deep Learning Model for News Quality Evaluation Based on Explicit and Implicit Information.,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10798587&AN=175838663&h=ocfYfLF0tCFKYhbXE2Ru%2BvjXtX7j8Ht63oKh%2B9toVFxOyZ5tJ08j3aEeJy9Tfr1W1uKILHaf1gXDy4%2BNX%2BYuHA%3D%3D&crl=c,"G Song, Y Wang, J Li, H Hu - Intelligent Automation & Soft …, 2023 - search.ebscohost.com",2023
BiCalBERT: An Efficient Transformer-based Model for Chinese Question Answering,https://dl.acm.org/doi/abs/10.1145/3665065.3665081,"Y Han, B Zhan, B Zhang, C Zhao, S Yan - Proceedings of the 2024 8th …, 2024 - dl.acm.org",2024
The news values of fake news,https://journals.sagepub.com/doi/abs/10.1177/17504813241280489,"B Baissa, M Fuoli, J Grieve - Discourse & Communication, 2024 - journals.sagepub.com",2024
[PDF] Generation of information tsunamis: social laser in action,https://www.researchgate.net/profile/Andrei-Khrennikov/publication/340787899_Generation_of_Information_Tsunamis_Social_Laser_in_Action/links/5eab435b299bf18b958a71f6/Generation-of-Information-Tsunamis-Social-Laser-in-Action.pdf,"A Khrennikov - Preprints, 2020 - researchgate.net",2020
[PDF] Energy security in the context of nuclear energy-threat analysis with the use of the GIS tools,https://scholar.archive.org/work/lwajxbl25nbrjg2qvvrdqxj3ta/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/05/WSN-78-2017-355-364.pdf,"M Ogrodniczak, J Ryba, B Ryba - World Scientific News, 2017 - scholar.archive.org",2017
Hashimoto's thyroiditis,https://publicum.umed.lodz.pl/info/article/AMLc6ddbe0e4e83476bad8490f542f13dc2?r=publication&ps=20&lang=pl&title=Publication%2B%25E2%2580%2593%2BHashimoto%25E2%2580%2599s%2Bthyroiditis%2B%25E2%2580%2593%2BMedical%2BUniversity%2Bof%2BLodz&pn=1&cid=230108,"E Machała, M Redynk, I Iavorska… - … Scientific News, 2019 - publicum.umed.lodz.pl",2019
[PDF] Influence of hydrodynamic cavitation on the rheological properties and microstructure of formulated crude oil,https://scholar.archive.org/work/y73icl7rojatzbjsw3bn5n6eoa/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/12/WSN-91-2018-44-58.pdf,"VH Nurullayev, GG Ismayilov… - … Scientific News, 2018 - scholar.archive.org",2018
News video indexing and abstraction by specific visual cues: MSC and news caption,https://www.igi-global.com/chapter/news-video-indexing-abstraction-specific/30769,"F Jiang, YJ Zhang - Video data management and information …, 2005 - igi-global.com",2005
Automated fake news detection in the age of digital libraries,https://ital.corejournals.org/index.php/ital/article/view/12483,"U Mertoğlu, B Genç - Information Technology and Libraries, 2020 - ital.corejournals.org",2020
[PDF] GIS enabled internet of things (IoT) applications: an overview,https://www.researchgate.net/profile/Sujithra_Muthuswamy/publication/301887203_IOT_Security_Challenges_and_Issues_-_An_Overview/links/5b07aa4ea6fdcc8c252c61b8/IOT-Security-Challenges-and-Issues-An-Overview.pdf#page=143,"RV Priya, S Sivaranjani, S Sivakumari - World Scientific News, 2016 - researchgate.net",2016
"[CITATION] Management Information System, AI, and Applications to Increase Sales on E-Commerce Sites",N/A,"DD Van - World Scientific News, 2022 - Scientific Publishing House …",2022
[PDF] Automatic Hoax Detection on Social Media Using Deep Learning,https://www.diva-portal.org/smash/get/diva2:1534943/FULLTEXT04,K Patel - 2021 - diva-portal.org,2021
[HTML] Translation of Methodology of Technology Surveillance in the Universities and Research Centers,http://arielsheen.com/index.php/2019/05/31/translation-of-methodology-of-technology-surveillance-in-the-universities-and-research-centers/,A Sheen - arielsheen.com,N/A
Keyword extraction from news corpus by deep learning in the context of internet of things,https://www.inderscienceonline.com/doi/abs/10.1504/IJGUC.2023.131005,"Y Xiao - International Journal of Grid and Utility Computing, 2023 - inderscienceonline.com",2023
Management of eco-innovative projects based on example of a selected commune,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-9f28b8d1-a1f3-4efb-8f79-c4ff43271d80,"A Grabinska, A Nowakowska - World Scientific News, 2016 - agro.icm.edu.pl",2016
Ad generation modalities and response to in-app advertising–an experimental study,https://www.emerald.com/insight/content/doi/10.1108/gkmc-04-2024-0245/full/html,"C Kamath, S Alur - Global Knowledge, Memory and Communication, 2024 - emerald.com",2024
[PDF] INTEGRATING RENEWABLE ENERGY WITH INTERNET OF THINGS (IOT): PATHWAYS TO A SMART GREEN PLANET.,https://journal.uokufa.edu.iq/index.php/kje/article/download/17351/14176,"S Mia, F Ahmed, I Khan, MI Kabir… - Kufa Journal of …, 2025 - journal.uokufa.edu.iq",2025
[PDF] About Cognitive Radio Receiver under an Indoor Environment,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-22-2015-1-13.pdf,"RM González - World Scientific News, 2015 - worldscientificnews.com",2015
[PDF] Unemployment among people aged 55-64 in selected Central and Eastern European countries,https://scholar.archive.org/work/pg23phcusfbo3ak46tzinapbzm/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/08/WSN-89-2017-260-274.pdf,"G Lesiak - World Scientific News, 2017 - scholar.archive.org",2017
"Headline format influences evaluation of, but not engagement with, environmental news",https://www.tandfonline.com/doi/abs/10.1080/17512786.2020.1805794,"K Janét, O Richards, AR Landrum - Journalism Practice, 2022 - Taylor & Francis",2022
[PDF] Technology of Power in Philip K. Dick's Do Android Dream of Electric Sheep?,https://scholar.archive.org/work/yj7xo77zunh3fa2c5at6bsdwu4/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2017/05/WSN-772-2017-226-241.pdf,"S Mirmobin, E Shabanirad - World Scientific News, 2017 - scholar.archive.org",2017
[PDF] Exploring PolyFeatureML for Predictive Analytics in Student Academic Performance: Bridging Educational Insights with Public Policy,https://www.researchgate.net/profile/Chima-Olumba/publication/386074857_Exploring_PolyFeatureML_for_Predictive_Analytics_in_Student_Academic_Performance_Bridging_Educational_Insights_with_Public_Policy/links/6741cc626dedd318c896e500/Exploring-PolyFeatureML-for-Predictive-Analytics-in-Student-Academic-Performance-Bridging-Educational-Insights-with-Public-Policy.pdf,"GC Olumba, GU Nneji, HN Monday, G Mark, S Umana - researchgate.net",N/A
[PDF] Spinor representation of the electromagnetic field,https://scholar.archive.org/work/s3vp5xzkyjcntdeqp4qehp7wvq/access/wayback/http://www.worldscientificnews.com/wp-content/uploads/2018/02/WSN-95-2018-1-20-1.pdf,"B Tuladhar, J López-Bonilla - World Scientific News, 2018 - scholar.archive.org",2018
[PDF] Fishery and environmental situation assessment of water bodies in the Dnipropetrovsk region of Ukraine,https://www.researchgate.net/profile/Tamila-Ananieva/publication/322224011_Fishery_and_Environmental_Situation_Assessment_of_Water_Bodies_in_the_Dnipropetrovsk_Region_of_Ukraine/links/5a4cc30aaca2729b7c8a93c6/Fishery-and-Environmental-Situation-Assessment-of-Water-Bodies-in-the-Dnipropetrovsk-Region-of-Ukraine.pdf,"O Fedonenko, V Yakovenko, T Ananieva… - … Scientific News, 2018 - researchgate.net",2018
Blockchain technology in tourism: Applications and possibilities,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3480457,"A Rejeb, R Karim - World Scientific News, 2019 - papers.ssrn.com",2019
Domain Adaptation for Automated Program Repair,https://prism.ucalgary.ca/items/ba5f7360-b700-4f9a-abf0-a1e4cc9bba9c,A Zirak - 2022 - prism.ucalgary.ca,2022
[PDF] Balancing Accuracy and Interpretability: GradientSHAP for Enhanced Energy Demand Predictions,https://worldscientificnews.com/wp-content/uploads/2025/01/WSN-199-2025-142-155.pdf,"WC Olumba, HN Monday, GU Nneji, D Agbonifo… - worldscientificnews.com",N/A
[PDF] BaggingSHAP: A Novel Ensemble Approach for High-Accu-racy Energy Demand Forecasting,https://worldscientificnews.com/wp-content/uploads/2024/11/WSN-198-2024-14-28.pdf,"WC Olumba, HN Monday, GU Nneji, D Agbonifo - worldscientificnews.com",N/A
“How trustworthy is this research?” designing a tool to help readers understand evidence and uncertainty in science journalism,https://www.tandfonline.com/doi/abs/10.1080/21670811.2023.2193344,"AS Løvlie, A Waagstein, P Hyldgård - Digital Journalism, 2023 - Taylor & Francis",2023
"[PDF] Application of GIS-AHP based category model in the identification of forest fire hazard in Ondo State, Nigeria",https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-181-2023-121-144-4.pdf,"SO Adebowale, O Ayodeji, B Dada… - … Scientific News, 2023 - worldscientificnews.com",2023
[PDF] A summary of the Paper A Robust Practical Summarizer,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=847420338777997dc0aa8eb18ef782a3dacb80f9,M Hassel - GSLT Information Access Course. http://www. nada. kth … - Citeseer,N/A
[PDF] Teaching climate change for responsible individuals and pro-active companies,https://hal.science/hal-04031175v1/file/Conference-A-Delebarre-SAM-11-mai-2021.pdf,"A Delebarre - 15th Society And Materials International Conference, 2021 - hal.science",2021
"Cross-lingual science journalism: Select, simplify and rewrite summaries for non-expert readers",https://aclanthology.org/2023.acl-long.103/,"M Fatima, M Strube - Proceedings of the 61st Annual Meeting of …, 2023 - aclanthology.org",2023
Sciclops: Detecting and contextualizing scientific claims for assisting manual fact-checking,https://dl.acm.org/doi/abs/10.1145/3459637.3482475,"P Smeros, C Castillo, K Aberer - Proceedings of the 30th ACM …, 2021 - dl.acm.org",2021
[PDF] Complex Adaptive On-line Learning System “Theory of Automatic Control,http://www.foibg.com/ijitk/ijitk-vol02/ijitk02-5.pdf?q=tecfa-seed-catalog#page=14,"Y Bezgachnyuk, L Zamikhovskyy, R Matviyenko… - INFORMATION …, 2008 - foibg.com",2008
[PDF] Language management in international business. Implementation of strategies to bridge linguistic and cultural barriers,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-7-2015-136-159.pdf,"KB Grzeszczyk - World Scientific News, 2015 - worldscientificnews.com",2015
"Mis-shapes, mistakes, misfits: An analysis of domain classification services",https://dl.acm.org/doi/abs/10.1145/3419394.3423660,"P Vallina, V Le Pochat, Á Feal, M Paraschiv… - Proceedings of the …, 2020 - dl.acm.org",2020
[PDF] Unsupervised Metadata Extraction in Scientific Digital Libraries Using A-Priori Domain-Specific Knowledge.,https://www.academia.edu/download/53789139/19.pdf,"A Ivanyukovich, M Marchese - SWAP, 2006 - academia.edu",2006
Wave-particle duality of a 6D wavicle in two paired 4D dual reciprocal quasispaces of a heterogeneous 8D quasispatial structure,https://agro.icm.edu.pl/agro/element/bwmeta1.element.agro-5048e884-3908-4fbb-a357-ee481b400a42,"J Czajko - World Scientific News, 2019 - agro.icm.edu.pl",2019
"[PDF] Trend of coastline change for twenty years (1994-2014) in Cirebon, Indonesia",https://www.researchgate.net/profile/Syawaludin-Harahap/publication/337223658_Trend_of_coastline_change_for_twenty_years_1994-2014_in_Cirebon_Indonesia/links/5dcc05f5299bf1a47b363e0e/Trend-of-coastline-change-for-twenty-years-1994-2014-in-Cirebon-Indonesia.pdf,"SA Harahap, NP Purba, ML Syamsuddin - World Scientific News, 2019 - researchgate.net",2019
[PDF] The Myth of American Dream,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-9-2015-1-16.pdf,"J Tittenbrun - World Scientific News, 2015 - worldscientificnews.com",2015
Responsible processing of crowdsourced tourism data,https://www.tandfonline.com/doi/abs/10.1080/09669582.2020.1778011,"F Leal, B Malheiro, B Veloso… - Journal of Sustainable …, 2020 - Taylor & Francis",2020
A dynamic hierarchical fuzzy clustering algorithm for information filtering,https://link.springer.com/chapter/10.1007/3-540-31590-X_1,"G Bordogna, M Pagani1, G Pasi - Soft Computing in Web Information …, 2006 - Springer",2006
[PDF] COMBATING FAKE NEWS USING INTELLIGENT SYSTEMS,https://www.researchgate.net/profile/Jhansi-Rani-M-R-2/publication/382643050_Overconfidence_Bias_Finance_Risk_Taking_Attitude_and_Mutual_Fund_Investment_Decision/links/66a786c9de060e4c7e671254/Overconfidence-Bias-Finance-Risk-Taking-Attitude-and-Mutual-Fund-Investment-Decision.pdf#page=657,"J KAUR, H SINGH - Stochastic Modeling - researchgate.net",N/A
Computational Modeling of Science Communication with Natural Language Processing,https://deepblue.lib.umich.edu/handle/2027.42/194667,J Pei - 2024 - deepblue.lib.umich.edu,2024
[PDF] SynoBoost-LuminoFeatML for Financial Fraud Prediction,https://worldscientificnews.com/wp-content/uploads/2024/12/WSN-198-2024-354-375.pdf,"GM David, HN Monday, GU Nneji, E Sunday - worldscientificnews.com",N/A
Eliciting essential requirements for social networks in academic environments,https://ieeexplore.ieee.org/abstract/document/5958905/,"VA Rohani, SH Ow - 2011 IEEE Symposium on Computers & …, 2011 - ieeexplore.ieee.org",2011
Problem formulation in inventive design using Doc2vec and Cosine Similarity as Artificial Intelligence methods and Scientific Papers,https://www.sciencedirect.com/science/article/pii/S095219762200001X,"M Hanifi, H Chibane, R Houssin… - Engineering Applications of …, 2022 - Elsevier",2022
[PDF] Aligning opinions: Cross-lingual opinion mining with dependencies,https://aclanthology.org/P15-1040.pdf,"MSC Almeida, C Pinto, H Figueira… - Proceedings of the …, 2015 - aclanthology.org",2015
Is mass media beneficial or not for the information of the general public?,https://adsabs.harvard.edu/full/2005aypp.work...32S,"M Stavinschi, C Mosoia - … , and How to Attract Young People …, 2005 - adsabs.harvard.edu",2005
Investigating the Effect of Role-Play Activity With GenAI Agent on EFL Students' Speaking Performance,https://journals.sagepub.com/doi/abs/10.1177/07356331241299058,"A Chen, J Jia, Y Li, L Fu - Journal of Educational Computing …, 2025 - journals.sagepub.com",2025
[PDF] A Scientometric-inspired framework to analyze EurekAlert! Press releases,https://library.oapen.org/bitstream/handle/20.500.12657/87819/9783110776546.pdf?sequence=1#page=20,"E Orduña-Malea, R Costas - arXiv preprint arXiv:2311.02493, 2023 - library.oapen.org",2023
[PDF] HOW TO IMPLEMENT AI TOOLS FOR BETTER MONEY CYCLE MANAGEMENT,https://conference-w.com/wp-content/uploads/2024/11/Ger.D-0708112024.pdf#page=365,"C Challoumis - XVII International Scientific Conference, 2024 - conference-w.com",2024
Impacts of attitudes toward government and corporations on public trust in artificial intelligence,https://www.tandfonline.com/doi/abs/10.1080/10510974.2020.1807380,"YNK Chen, CHR Wen - Communication Studies, 2021 - Taylor & Francis",2021
[PDF] Science in post-truth society: New media and social perception of science,https://www.academia.edu/download/57101082/Pavic_Znanost_i_post-istina.pdf,"Ž Pavić, A Šundalić - Media, culture and public relations, 2017 - academia.edu",2017
Using social media to detect fake news information related to product marketing: the FakeAds Corpus,https://www.mdpi.com/2306-5729/7/4/44,"N Alnazzawi, N Alsaedi, F Alharbi, N Alaswad - Data, 2022 - mdpi.com",2022
[PDF] Teaching English to young learners with ADHD and dyslexia,https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-8-2015-37-53.pdf,"M Bodnar - World Scientific News, 2015 - worldscientificnews.com",2015
"Gen Z's willingness to adopt plant-based diets: Empirical evidence from Greece, India, and the UK",https://www.mdpi.com/2304-8158/13/13/2076,"E Raptou, A Tsiami, G Negro, V Ghuriani, P Baweja… - Foods, 2024 - mdpi.com",2024
THE EVALUATION OF THE GENERATION Z RESPONSES TO MESSAGE SIDEDNESS OF JUNK FOOD ADS: THE ROLE OF HEALTH CONSCIOUSNESS …,https://books.google.com/books?hl=en&lr=&id=0fmVEAAAQBAJ&oi=fnd&pg=PA147&dq=%22science+news%22OR%22scientific+news%22+automatic+AND+generation&ots=Ri9wkegnd2&sig=lu4towl7IyixpKGNgxBpRyOVAy8,"E USTAAHMETOĞLU, HÖ KÜÇÜK… - Interpretive Research …, 2022 - books.google.com",2022
Attention boost through media coverage? Agenda setting effects from news media coverage on topic selection of scientific journals,https://osf.io/preprints/socarxiv/n8j9r/,"M Leidecker-Sandmann, L Koppers, M Lehmkuhl - 2022 - osf.io",2022
[PDF] Automatic motorbike accident detection and notification system,"https://dspace.bracu.ac.bd/xmlui/bitstream/handle/10361/21761/18121125,%2018121092,%2018121102,%2018121108_EEE.pdf?sequence=1","SM Siam, KI Sumaiya, MRA Amin, TH Turjo - 2022 - dspace.bracu.ac.bd",2022
PosterSum: A Multimodal Benchmark for Scientific Poster Summarization,https://arxiv.org/abs/2502.17540,"R Saxena, P Minervini, F Keller - arXiv preprint arXiv:2502.17540, 2025 - arxiv.org",2025
Statement map: assisting information crediblity analysis by visualizing arguments,https://dl.acm.org/doi/abs/10.1145/1526993.1527004,"K Murakami, E Nichols, S Matsuyoshi… - Proceedings of the 3rd …, 2009 - dl.acm.org",2009
Identifying the effects of scientific information and recommendations on physicians' prescribing behavior,https://www.sciencedirect.com/science/article/pii/S0167629621000461,"P Dubois, T Tunçel - Journal of health economics, 2021 - Elsevier",2021
[BOOK] The expectation violation analysis framework: the analysis and evaluation of interesting news by means of inconsistency with expectations,https://search.proquest.com/openview/04a26924bd35442b1db5e0c3d9c42e75/1?pq-origsite=gscholar&cbl=2026366&diss=y,EL Byrne - 2005 - search.proquest.com,2005
Economic competition is like auto racing,https://www.ingentaconnect.com/content/jbp/msw/2014/00000004/00000001/art00005,"K Tina, M Gerben - Metaphor and the Social World, 2014 - ingentaconnect.com",2014
[PDF] Are They There Yet? Revisiting the Accuracy Level of Computer-Generated Translation,https://www.researchgate.net/profile/Asep-Suparman-2/publication/340314300_Are_They_There_Yet_Revisiting_the_Accuracy_Level_of_Computer-_Generated_Translation/links/5e83869a4585150839b2b24b/Are-They-There-Yet-Revisiting-the-Accuracy-Level-of-Computer-Generated-Translation.pdf,"A Suparman - Journal Polingua: Scientific Journal of Linguistics …, 2020 - researchgate.net",2020
Conspiracy vs science: A large-scale analysis of online discussion cascades,https://link.springer.com/article/10.1007/s11280-021-00862-x,"Y Zhang, L Wang, JJH Zhu, X Wang - World wide web, 2021 - Springer",2021
Scimine: An efficient systematic prioritization model based on richer semantic information,https://dl.acm.org/doi/abs/10.1145/3539618.3591764,"F Guo, Y Luo, L Yang, Y Zhang - … of the 46th International ACM SIGIR …, 2023 - dl.acm.org",2023
Towards the study of sentiment in the public opinion of science in Spanish,https://dl.acm.org/doi/abs/10.1145/3284179.3284335,"P Sánchez-Holgado, C Arcila-Calderón - Proceedings of the Sixth …, 2018 - dl.acm.org",2018
[PDF] Effect of Bacillus coagulans and B. firmus incorporated probiotic diet on Superoxide dismutase activity and catalase activity in Penaeus monodon,https://www.researchgate.net/profile/Nandakumar-Rangasamy/publication/327369380_Effect_of_Bacillus_coagulans_and_B_firmus_incorporated_probiotic_diet_on_Superoxide_dismutase_activity_and_catalase_activity_in_Penaeus_monodon/links/5b8ab14a92851c1e1240aa45/Effect-of-Bacillus-coagulans-and-B-firmus-incorporated-probiotic-diet-on-Superoxide-dismutase-activity-and-catalase-activity-in-Penaeus-monodon.pdf,"P Raghu, M Rajikkannu, R Baburajan… - … Scientific News, 2016 - researchgate.net",2016
[PDF] Detecting and Debunking Fake News and Half-truth: A Survey,https://www.cfilt.iitb.ac.in/~cfiltnew/resources/surveys/2023/survey_half_truth_sandeep_june23.pdf,"S Sandeep, P Bhattacharyya - cfilt.iitb.ac.in",N/A
Data Mining in the Text Corpus on Corpus and Computational Linguistics,http://injoit.ru/index.php/j1/article/view/2020,"OA Mitrofanova, MA Adamova, LA Bukreeva… - International Journal of …, 2024 - injoit.ru",2024
[BOOK] Virtual Research Environments: From portals to science gateways,https://books.google.com/books?hl=en&lr=&id=GMakAgAAQBAJ&oi=fnd&pg=PP1&dq=%22science+news%22OR%22scientific+news%22+automatic+AND+generation&ots=RIibl2xkhu&sig=mrPJ3NWGWVPY3yfVc0kaU-Hwjow,RN Allan - 2009 - books.google.com,2009
[CITATION] Syndicating and personalizing content using RSS,N/A,"T Hannay - International Online Information …, 2004 - Learned Information (Europe) …",2004
Modelling of Solar Power Generation Systems as a Source of Agricultural Irrigation Pumps,https://jppipa.unram.ac.id/index.php/jppipa/article/view/3126,"IK Parti, NW Rasmini, IN Mudiana… - Jurnal Penelitian …, 2023 - jppipa.unram.ac.id",2023
"Fakenewsnet: A data repository with news content, social context, and spatiotemporal information for studying fake news on social media",https://www.liebertpub.com/doi/abs/10.1089/big.2020.0062,"K Shu, D Mahudeswaran, S Wang, D Lee, H Liu - Big data, 2020 - liebertpub.com",2020
"[PDF] Metallic contaminant levels of borehole water sources within metal scrap dumpsites in Aboh Mbaise, Imo State, Nigeria",https://www.researchgate.net/profile/Francis-Ibe/publication/340434851_Metallic_contaminant_levels_of_borehole_water_sources_within_metal_scrap_dumpsites_in_Aboh_Mbaise_Imo_State_Nigeria/links/5e8882bba6fdcca789f27790/Metallic-contaminant-levels-of-borehole-water-sources-within-metal-scrap-dumpsites-in-Aboh-Mbaise-Imo-State-Nigeria.pdf,"FC Ibe, BE Ibeachu - World Scientific News, 2020 - researchgate.net",2020
"[PDF] Recent progress, opportunities and challenges in collaborative learning and orchestrating creativity",https://worldscientificnews.com/wp-content/uploads/2024/01/WSN-9-2015-124-143.pdf,"J Chen, X Gao, L Yan, D Xu - World Scientific News, 2015 - worldscientificnews.com",2015
[PDF] Trends in multi-document summarization system methods,https://www.researchgate.net/profile/Theresa-Omodunbi/publication/269669473_Trends_in_Multi-document_Summarization_System_Methods/links/5c016c08299bf1a3c1592721/Trends-in-Multi-document-Summarization-System-Methods.pdf,"A Soriyan, T Omodunbi - International Journal of Computer …, 2014 - researchgate.net",2014
"Big data hysteria, cognizance and scope",https://ieeexplore.ieee.org/abstract/document/9057878/,"R Harsh, G Acharya… - 2018 4th International …, 2018 - ieeexplore.ieee.org",2018
Design of embedded software architecture for spacecraft electric propulsion system,https://iopscience.iop.org/article/10.1088/1742-6596/2497/1/012006/meta,"X Zhao, B Gu, X Dong, X Li… - Journal of Physics …, 2023 - iopscience.iop.org",2023
[PDF] AMR-based Scientific Claim Detection,https://pergamos.lib.uoa.gr/uoa/dl/object/3336734/file.pdf,KG PATTAKOS - 2023 - pergamos.lib.uoa.gr,2023
[HTML] Security provision for protecting intelligent sensors and zero touch devices by using blockchain method for the smart cities,https://www.sciencedirect.com/science/article/pii/S0141933122000631,"KU Nisa, A Alhudhaif, KN Qureshi, HJ Hadi… - Microprocessors and …, 2022 - Elsevier",2022
"[PDF] Cloud Computing–Architecture, Platform and Security Issues: A Survey",https://www.academia.edu/download/103692496/WSN_86_3___2017__265-282.pdf,"MSB Alam - World Scientific News, 2017 - academia.edu",2017
[PDF] Framing and sourcing of science in Philippine newspapers from 2017 to 2019.,https://www.plarideljournal.org/wp-content/uploads/2020/11/Early-View-2020_Bunquin.pdf,"JBA Bunquin - Plaridel, 2023 - plarideljournal.org",2023
Network embedding aided vaccine skepticism detection,https://link.springer.com/article/10.1007/s41109-023-00534-x,"F Béres, TV Michaletzky, R Csoma… - Applied Network Science, 2023 - Springer",2023
[PDF] SOCIAL NETWORKS USER MODELING,https://www.researchgate.net/profile/Wasan-Abdallah-2/publication/325908748_SOCIAL_NETWORKS_USER_MODELING/links/5b2c05c50f7e9b0df5ba4c62/SOCIAL-NETWORKS-USER-MODELING.pdf,"W Abdallah, SSED Sarhan… - AL-Qadisiyah Journal …, 2018 - researchgate.net",2018
The scientific psychological knowledge in the structure of autocompetence of a student of a technical university as a factor in his professional development,https://link.springer.com/chapter/10.1007/978-3-030-47415-7_98,"E Klemenova, A Berezin, N Berezina… - Proceedings of the …, 2020 - Springer",2020
[PDF] Building a discourse-annotated Dutch text corpus,https://d-nb.info/1119241413/34#page=165,"N Van Der Vliet, I Berzlánovich, G Bouma… - Bochumer Linguistische …, 2011 - d-nb.info",2011
[HTML] Big data analysis of IoT-based supply chain management considering FMCG industries,https://cyberleninka.ru/article/n/big-data-analysis-of-iot-based-supply-chain-management-considering-fmcg-industries,"H Nozari, M Fallah, H Kazemipoor… - Бизнес-информатика, 2021 - cyberleninka.ru",2021
Analysis of the Application of Artificial Intelligence in China's Media Industry Based on the Case,https://books.google.com/books?hl=en&lr=&id=ZMxGEQAAQBAJ&oi=fnd&pg=PA254&dq=%22science+news%22OR%22scientific+news%22+automatic+AND+generation&ots=wEPz98CSz1&sig=vp9BvEjz5e6B4v9lFQLPpkZ-3LQ,"G Gao, X Lin, K Tang - KI in Medien, Kommunikation und …, 2025 - books.google.com",2025
[PDF] Knowledge and knowledge management in organization: identifying the critical role of IT in the knowledge management process,https://www.academia.edu/download/109787245/WSN-87-2017-24-48.pdf,"O Shaheen - World Scientific News, 2017 - academia.edu",2017
Popularising the Higgs boson: a corpus-assisted approach to reporting scientific discovery in online media,https://www.euppublishing.com/doi/abs/10.3366/cor.2018.0143,"E Incelli - Corpora, 2018 - euppublishing.com",2018
Automatic Plant Watering System Using IoT System,https://myjms.mohe.gov.my/index.php/IJEISR/article/view/24475,"Z Gani, HN Gani, Z Yunus… - International Journal of …, 2023 - myjms.mohe.gov.my",2023
"Portals, blogs and co.: the role of the Internet as a medium of science communication",https://analyticalsciencejournals.onlinelibrary.wiley.com/doi/abs/10.1002/biot.200700163,"K Minol, G Spelsberg, E Schulte… - Biotechnology Journal …, 2007 - Wiley Online Library",2007
[HTML] A survey of event extraction methods from text for decision support systems,https://www.sciencedirect.com/science/article/pii/S0167923616300173,"F Hogenboom, F Frasincar, U Kaymak… - Decision Support …, 2016 - Elsevier",2016
Domain aligned prefix averaging for domain generalization in abstractive summarization,https://arxiv.org/abs/2305.16820,"PA Nair, S Pal, P Verma - arXiv preprint arXiv:2305.16820, 2023 - arxiv.org",2023
[HTML] Month: May 2019,https://arielsheen.com/index.php/2019/05/,A Sheen - arielsheen.com,N/A
Automated system for preparing printed circuit boards based on a laser engraver,https://dspace.nau.edu.ua/handle/NAU/65581,MO Salmi - 2024 - dspace.nau.edu.ua,2024
Navigating alarming media messages about nutrition and health: How students engage in critical examination of science in news media,https://link.springer.com/article/10.1007/s11191-019-00099-1,"J Wiblom, M Andrée, CJ Rundgren - Science & Education, 2020 - Springer",2020
[PDF] Research and evaluation of some beamforming algorithms in 5G networks,https://worldscientificnews.com/wp-content/uploads/2025/01/WSN-199-2025-187-204.pdf,H Van Thuc - worldscientificnews.com,N/A
[PDF] A Statistical and Machine Learning Approach for Summarising Computer Science Research Papers,https://www.academia.edu/download/109442005/IJCDS130181.pdf,"SMW Bauboorally, S Pudaruth - International Journal of Computing …, 2023 - academia.edu",2023
From the rhetoric of science to scientific journalism,https://intellectdiscover.com/content/journals/10.1386/iscc.5.1.25_1,"TL Gross - Interactions: Studies in Communication & Culture, 2014 - intellectdiscover.com",2014
